DateTime,power,power_q5,power_q10,power_q25,power_q75,power_q90,power_q95
2025-06-17 23:00:00+00:00,19707.751502300216,18130.32618112818,29722.9525573629,22865.989013200047,24499.47152613749,32329.707520132066,33392.44892512196
2025-06-18 00:00:00+00:00,19578.131757112627,17960.6226222762,29710.030911124322,22716.423886878278,24022.675667930587,31685.806461867356,33371.7273727717
2025-06-18 01:00:00+00:00,19437.288174996822,18045.379136186082,29701.91942443917,22449.18316586351,23902.16234986633,31203.02014994085,33359.90619151518
2025-06-18 02:00:00+00:00,19465.3753727816,18103.338575768736,29763.410746775822,22664.159163390057,23916.8866428811,31203.620898972946,33359.754931241565
2025-06-18 03:00:00+00:00,22468.55994270387,18334.632202640325,30114.469682966796,23180.21164978875,24135.370044057938,31203.620898972946,33460.09706617509
2025-06-18 04:00:00+00:00,26212.983810497015,20232.7223641166,31399.235321209588,25631.87506407218,25272.901982580697,32619.710677692034,34172.082048052536
2025-06-18 05:00:00+00:00,31256.01166220296,22635.303817495085,33974.59506108437,30251.70095901575,31779.786674602365,34522.57451667652,37317.13134296069
2025-06-18 06:00:00+00:00,37768.390697305804,25864.82962190588,36673.639800302284,38123.024283071965,37746.22312996029,35636.97746735227,40104.99054777615
2025-06-18 07:00:00+00:00,40000.97750969536,27026.145489270126,38549.538999735254,40636.56644249656,40543.95974489558,40198.98317075927,40901.207844858734
2025-06-18 08:00:00+00:00,40500.784119524156,27350.74999248349,39251.59032859681,41202.37614338084,40947.519219915535,41050.27467384572,41315.47766352029
2025-06-18 09:00:00+00:00,40457.642396820425,27457.2668428504,39316.93391874936,41167.67777713252,41173.71972420879,40970.09895838869,41282.53571981289
2025-06-18 10:00:00+00:00,40427.48222993007,27489.9982963972,39488.57554880673,40974.54827662982,41074.14425904067,40880.57275031819,41255.84873762119
2025-06-18 11:00:00+00:00,40450.86844525816,27502.84358316713,39462.879068748916,40908.62423229463,41072.66384321368,40881.61715851568,41336.01574829968
2025-06-18 12:00:00+00:00,40313.766815258496,27541.269794886703,39209.53992925868,40976.026830970164,40870.095380246865,40969.85764779387,41359.77335665885
2025-06-18 13:00:00+00:00,40326.04722469879,27539.679424993745,39183.194865575126,40936.410351770624,40757.906987624374,41019.55372668244,41330.46144346097
2025-06-18 14:00:00+00:00,40078.69950514975,27283.208959408446,39057.08762993504,40673.18662942007,40485.19430276358,40400.087853323006,40890.859048070066
2025-06-18 15:00:00+00:00,37736.845032121855,26317.47728415157,37423.339048326685,38662.667461111094,37795.30103917002,37035.055473885,40264.59146300572
2025-06-18 16:00:00+00:00,32945.0662194988,24316.100369600976,35674.05095304224,32443.35883597418,34291.87272936907,36212.29356940792,39335.78747354733
2025-06-18 17:00:00+00:00,29355.853820127137,21947.83496196131,33255.59943103213,27988.888517799183,27858.446171861466,35069.320154559195,37573.31322915241
2025-06-18 18:00:00+00:00,24419.11097989128,19564.62873609454,30953.759260659128,24574.703538701935,25579.047693097677,32907.549763005954,35446.107186673325
