DateTime,power
2025-06-01 00:00:00+00:00,2.7235852671099723
2025-06-01 01:00:00+00:00,3.7985022519728
2025-06-01 02:00:00+00:00,17.92861417769164
2025-06-01 03:00:00+00:00,382.8945586213919
2025-06-01 04:00:00+00:00,2079.219284750187
2025-06-01 05:00:00+00:00,5586.832195380186
2025-06-01 06:00:00+00:00,9801.582867604087
2025-06-01 07:00:00+00:00,13983.226866085914
2025-06-01 08:00:00+00:00,18981.723042492024
2025-06-01 09:00:00+00:00,21681.087108607742
2025-06-01 10:00:00+00:00,26988.092848430697
2025-06-01 11:00:00+00:00,28936.33375646746
2025-06-01 12:00:00+00:00,24070.386891575905
2025-06-01 13:00:00+00:00,22293.442443840802
2025-06-01 14:00:00+00:00,16969.400385042678
2025-06-01 15:00:00+00:00,12089.773377889906
2025-06-01 16:00:00+00:00,7194.56762454153
2025-06-01 17:00:00+00:00,3500.0497866965948
2025-06-01 18:00:00+00:00,1259.8490006773618
2025-06-01 19:00:00+00:00,55.694992002453155
2025-06-01 20:00:00+00:00,3.307895385178199
2025-06-01 21:00:00+00:00,3.5985136011159082
2025-06-01 22:00:00+00:00,3.238073873841097
2025-06-01 23:00:00+00:00,3.2971619991355805
2025-06-02 00:00:00+00:00,3.2622554364385237
2025-06-02 01:00:00+00:00,2.182219870380336
2025-06-02 02:00:00+00:00,5.084179245810509
2025-06-02 03:00:00+00:00,413.0766175578519
2025-06-02 04:00:00+00:00,2219.272610068343
2025-06-02 05:00:00+00:00,6355.140948157859
2025-06-02 06:00:00+00:00,9786.69584101094
2025-06-02 07:00:00+00:00,16733.80778307744
2025-06-02 08:00:00+00:00,19779.50547075776
2025-06-02 09:00:00+00:00,21999.06531292991
2025-06-02 10:00:00+00:00,25010.840951032096
2025-06-02 11:00:00+00:00,23768.39499207644
2025-06-02 12:00:00+00:00,26421.49529756406
2025-06-02 13:00:00+00:00,25148.492588330024
2025-06-02 14:00:00+00:00,20745.77606333748
2025-06-02 15:00:00+00:00,14653.16315950136
2025-06-02 16:00:00+00:00,10319.124939299318
2025-06-02 17:00:00+00:00,4484.176538086856
2025-06-02 18:00:00+00:00,1244.1761216474529
2025-06-02 19:00:00+00:00,83.510722030466
2025-06-02 20:00:00+00:00,0.0
2025-06-02 21:00:00+00:00,0.0
2025-06-02 22:00:00+00:00,25.211613866168353
2025-06-02 23:00:00+00:00,25.108868879200827
2025-06-03 00:00:00+00:00,3.475422989181121
2025-06-03 01:00:00+00:00,3.508586845508023
2025-06-03 02:00:00+00:00,3.0564157314961067
2025-06-03 03:00:00+00:00,510.9820083438578
2025-06-03 04:00:00+00:00,3284.1442702160152
2025-06-03 05:00:00+00:00,9547.236464110107
2025-06-03 06:00:00+00:00,16072.430760512108
2025-06-03 07:00:00+00:00,23204.859727080635
2025-06-03 08:00:00+00:00,29457.50860954397
2025-06-03 09:00:00+00:00,33212.942763133906
2025-06-03 10:00:00+00:00,31443.461768756504
2025-06-03 11:00:00+00:00,28714.399428282602
2025-06-03 12:00:00+00:00,26718.875774240572
2025-06-03 13:00:00+00:00,22790.214495833552
2025-06-03 14:00:00+00:00,22401.00343781652
2025-06-03 15:00:00+00:00,15700.881323468486
2025-06-03 16:00:00+00:00,11400.520241325783
2025-06-03 17:00:00+00:00,5071.284313916238
2025-06-03 18:00:00+00:00,1370.748876039847
2025-06-03 19:00:00+00:00,81.3721179585116
2025-06-03 20:00:00+00:00,3.992309977931908
2025-06-03 21:00:00+00:00,2.9074779008216503
2025-06-03 22:00:00+00:00,2.5251561511188516
2025-06-03 23:00:00+00:00,2.3547401725348474
2025-06-04 00:00:00+00:00,2.520136818180989
2025-06-04 01:00:00+00:00,2.317671255656386
2025-06-04 02:00:00+00:00,7.736393574076339
2025-06-04 03:00:00+00:00,429.764171814039
2025-06-04 04:00:00+00:00,2814.1373017303736
2025-06-04 05:00:00+00:00,6870.2809720585765
2025-06-04 06:00:00+00:00,14671.880820426179
2025-06-04 07:00:00+00:00,21453.235786461817
2025-06-04 08:00:00+00:00,24721.78025801929
2025-06-04 09:00:00+00:00,24732.3531131383
2025-06-04 10:00:00+00:00,24222.419856647208
2025-06-04 11:00:00+00:00,25062.680972333674
2025-06-04 12:00:00+00:00,24115.438715379903
2025-06-04 13:00:00+00:00,20333.35040290347
2025-06-04 14:00:00+00:00,16407.3102466436
2025-06-04 15:00:00+00:00,12261.083877603041
2025-06-04 16:00:00+00:00,7208.566848634975
2025-06-04 17:00:00+00:00,3778.120576413078
2025-06-04 18:00:00+00:00,894.6091959032052
2025-06-04 19:00:00+00:00,61.5319645147753
2025-06-04 20:00:00+00:00,2.625790668361855
2025-06-04 21:00:00+00:00,3.527846262474705
2025-06-04 22:00:00+00:00,3.5218303507616766
2025-06-04 23:00:00+00:00,3.1147278319257303
2025-06-05 00:00:00+00:00,3.015046152406326
2025-06-05 01:00:00+00:00,2.6735165839638118
2025-06-05 02:00:00+00:00,5.53732187574499
2025-06-05 03:00:00+00:00,319.24923408080446
2025-06-05 04:00:00+00:00,1854.8801434800841
2025-06-05 05:00:00+00:00,6464.574252369505
2025-06-05 06:00:00+00:00,12120.875345759765
2025-06-05 07:00:00+00:00,16535.944295792848
2025-06-05 08:00:00+00:00,20765.81832838411
2025-06-05 09:00:00+00:00,22258.834385135928
2025-06-05 10:00:00+00:00,23484.638566054648
2025-06-05 11:00:00+00:00,23716.24821780081
2025-06-05 12:00:00+00:00,23403.6152500358
2025-06-05 13:00:00+00:00,21603.31704611543
2025-06-05 14:00:00+00:00,19408.479361291145
2025-06-05 15:00:00+00:00,14975.695846418894
2025-06-05 16:00:00+00:00,10104.780148438007
2025-06-05 17:00:00+00:00,4637.116733539439
2025-06-05 18:00:00+00:00,1341.7011820306768
2025-06-05 19:00:00+00:00,81.71557445518323
2025-06-05 20:00:00+00:00,2.4318354352518714
2025-06-05 21:00:00+00:00,3.273870722838276
2025-06-05 22:00:00+00:00,3.1121440237799973
2025-06-05 23:00:00+00:00,3.9529165133025628
2025-06-06 00:00:00+00:00,2.8465875931935014
2025-06-06 01:00:00+00:00,0.0
2025-06-06 02:00:00+00:00,13.446195036907307
2025-06-06 03:00:00+00:00,225.97183798816636
2025-06-06 04:00:00+00:00,1298.3051264982987
2025-06-06 05:00:00+00:00,3374.2108172544
2025-06-06 06:00:00+00:00,7878.8388058925675
2025-06-06 07:00:00+00:00,13891.581085397553
2025-06-06 08:00:00+00:00,17293.646971729573
2025-06-06 09:00:00+00:00,22544.63965790297
2025-06-06 10:00:00+00:00,25940.5081289984
2025-06-06 11:00:00+00:00,27195.842383437222
2025-06-06 12:00:00+00:00,27527.540613186473
2025-06-06 13:00:00+00:00,25942.85104095632
2025-06-06 14:00:00+00:00,23555.56302629842
2025-06-06 15:00:00+00:00,18322.72620625317
2025-06-06 16:00:00+00:00,11197.487245002214
2025-06-06 17:00:00+00:00,4994.006035596492
2025-06-06 18:00:00+00:00,1401.564832710955
2025-06-06 19:00:00+00:00,88.18739391530539
2025-06-06 20:00:00+00:00,8.294881829381305
2025-06-06 21:00:00+00:00,2.4211352258750294
2025-06-06 22:00:00+00:00,2.2036330157343595
2025-06-06 23:00:00+00:00,3.0101440260664383
2025-06-07 00:00:00+00:00,2.4579582534599624
2025-06-07 01:00:00+00:00,2.3049699082436894
2025-06-07 02:00:00+00:00,35.64770279772414
2025-06-07 03:00:00+00:00,399.07630632704434
2025-06-07 04:00:00+00:00,2046.2456628187933
2025-06-07 05:00:00+00:00,5901.648465234093
2025-06-07 06:00:00+00:00,9708.101953510293
2025-06-07 07:00:00+00:00,12798.947053403213
2025-06-07 08:00:00+00:00,16591.12632884569
2025-06-07 09:00:00+00:00,21063.068065532112
2025-06-07 10:00:00+00:00,22881.479770228198
2025-06-07 11:00:00+00:00,23786.71432566829
2025-06-07 12:00:00+00:00,24164.177707005398
2025-06-07 13:00:00+00:00,23748.781059561625
2025-06-07 14:00:00+00:00,18610.224851233685
2025-06-07 15:00:00+00:00,15202.610389012507
2025-06-07 16:00:00+00:00,9131.203868358823
2025-06-07 17:00:00+00:00,4595.296928149234
2025-06-07 18:00:00+00:00,1490.237736848654
2025-06-07 19:00:00+00:00,129.03020663666655
2025-06-07 20:00:00+00:00,35.42282444636472
2025-06-07 21:00:00+00:00,2.0472435124514625
2025-06-07 22:00:00+00:00,2.18435507717769
2025-06-07 23:00:00+00:00,2.43214745551282
