DateTime,power
2025-06-01 00:00:00+00:00,19612.206687093883
2025-06-01 01:00:00+00:00,19559.0643746078
2025-06-01 02:00:00+00:00,19584.410465378314
2025-06-01 03:00:00+00:00,22293.496462517203
2025-06-01 04:00:00+00:00,24966.022411134385
2025-06-01 05:00:00+00:00,28234.92907021243
2025-06-01 06:00:00+00:00,31645.57316917295
2025-06-01 07:00:00+00:00,35833.00589451747
2025-06-01 08:00:00+00:00,38703.32161143502
2025-06-01 09:00:00+00:00,39259.966771096166
2025-06-01 10:00:00+00:00,40293.46514137303
2025-06-01 11:00:00+00:00,40253.90227441029
2025-06-01 12:00:00+00:00,40273.65258360625
2025-06-01 13:00:00+00:00,39936.292523987264
2025-06-01 14:00:00+00:00,37652.14625591364
2025-06-01 15:00:00+00:00,32510.593900566142
2025-06-01 16:00:00+00:00,29252.63036769142
2025-06-01 17:00:00+00:00,26270.634041586352
2025-06-01 18:00:00+00:00,23774.361898104286
2025-06-01 19:00:00+00:00,19871.935779189364
2025-06-01 20:00:00+00:00,19900.885802379224
2025-06-01 21:00:00+00:00,19603.145296754476
2025-06-01 22:00:00+00:00,19596.987068940194
2025-06-01 23:00:00+00:00,19569.626849405086
2025-06-02 00:00:00+00:00,19571.787603573142
2025-06-02 01:00:00+00:00,19342.770533214632
2025-06-02 02:00:00+00:00,19421.0841465665
2025-06-02 03:00:00+00:00,22404.269673102077
2025-06-02 04:00:00+00:00,25578.334801684057
2025-06-02 05:00:00+00:00,28932.853604105178
2025-06-02 06:00:00+00:00,31153.037973971223
2025-06-02 07:00:00+00:00,36326.011878676334
2025-06-02 08:00:00+00:00,37728.72067527925
2025-06-02 09:00:00+00:00,38744.81996820882
2025-06-02 10:00:00+00:00,39439.00103881252
2025-06-02 11:00:00+00:00,39402.56038156397
2025-06-02 12:00:00+00:00,39920.58300588058
2025-06-02 13:00:00+00:00,39113.230021078234
2025-06-02 14:00:00+00:00,37776.782811143334
2025-06-02 15:00:00+00:00,33589.009421511044
2025-06-02 16:00:00+00:00,30412.70405536827
2025-06-02 17:00:00+00:00,26693.201309915705
2025-06-02 18:00:00+00:00,23878.434537194065
2025-06-02 19:00:00+00:00,19803.257569137964
2025-06-02 20:00:00+00:00,19730.395245313608
2025-06-02 21:00:00+00:00,19615.98498720683
2025-06-02 22:00:00+00:00,19428.539839194324
2025-06-02 23:00:00+00:00,19293.93875008967
2025-06-03 00:00:00+00:00,19288.81789442464
2025-06-03 01:00:00+00:00,19292.520417156888
2025-06-03 02:00:00+00:00,19350.527688546154
2025-06-03 03:00:00+00:00,22038.102804729406
2025-06-03 04:00:00+00:00,25530.20833461103
2025-06-03 05:00:00+00:00,30741.396574891125
2025-06-03 06:00:00+00:00,35590.02521481607
2025-06-03 07:00:00+00:00,39053.914020825396
2025-06-03 08:00:00+00:00,40423.11886860903
2025-06-03 09:00:00+00:00,40545.46486950996
2025-06-03 10:00:00+00:00,40541.01636533222
2025-06-03 11:00:00+00:00,40270.51476571908
2025-06-03 12:00:00+00:00,40087.62660966524
2025-06-03 13:00:00+00:00,39355.434677998164
2025-06-03 14:00:00+00:00,38943.10919406728
2025-06-03 15:00:00+00:00,35593.195052074545
2025-06-03 16:00:00+00:00,31444.540377707235
2025-06-03 17:00:00+00:00,26956.063237348568
2025-06-03 18:00:00+00:00,24126.398670143855
2025-06-03 19:00:00+00:00,19969.21624911212
2025-06-03 20:00:00+00:00,19777.78667954224
2025-06-03 21:00:00+00:00,19596.114075563753
2025-06-03 22:00:00+00:00,19593.93100147411
